DEVICE;TYPEID;M;N;K;S;GFLOPS;BS;BM;BN;BK;WS;WG;LU;NZ;AL;TB;TC;AP;AA;AB;AC
NVIDIA H100 80GB HBM3 [0x658e];3;13;13;4;30000;2252.3;17;13;1;10;1;1;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;13;5;30000;2612.5;22;13;1;11;1;-1;0;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;13;7;30000;3102.0;20;13;1;11;13;1;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;13;13;30000;3574.6;13;13;1;8;1;0;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;13;17;30000;3732.7;13;13;1;7;1;1;0;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;13;32;30000;4134.0;20;13;1;10;1;-2;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;17;4;30000;2158.0;16;13;1;3;1;-2;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;17;5;30000;2648.4;17;13;1;2;1;0;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;17;13;30000;4006.8;18;13;1;7;1;-2;0;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;17;17;30000;4337.4;15;13;1;5;1;-2;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;17;32;30000;5073.4;20;13;1;11;1;1;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;32;4;30000;3011.0;23;13;1;10;1;-1;-2;0;0;0;1;0;1;1;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;32;5;30000;3579.9;20;13;1;6;1;-1;-1;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;32;13;30000;5865.3;13;13;1;2;1;-2;1;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;32;17;30000;6308.5;23;8;1;3;1;0;4;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;13;32;32;30000;8671.8;20;13;1;6;1;-1;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;15;4;4;30000;866.4;8;8;1;12;1;-1;2;0;0;0;1;0;2;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;15;15;15;30000;4515.7;21;15;1;8;1;-1;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;16;9;9;30000;2549.5;9;8;1;14;1;1;-1;0;0;0;1;0;2;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;16;9;16;30000;2762.7;19;8;1;13;16;-2;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;16;9;22;30000;2626.7;12;8;1;16;16;1;1;0;0;0;1;0;2;1;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;16;16;9;30000;4311.1;18;16;1;1;1;-1;2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;16;16;16;30000;4365.9;12;16;1;4;1;1;-1;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;16;16;22;30000;4972.6;19;16;1;10;1;1;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;16;22;9;30000;4315.2;16;16;1;4;1;0;-1;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;16;22;16;30000;4783.8;12;16;1;11;1;0;-1;0;0;0;1;0;1;1;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;16;22;22;30000;5183.7;15;16;1;10;1;0;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;4;4;30000;1026.9;8;8;1;14;1;-1;-1;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;4;5;30000;1070.5;13;8;1;8;1;-2;6;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;4;13;30000;1383.4;10;8;1;3;17;-1;0;0;0;0;1;0;0;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;4;17;30000;1560.8;9;8;1;5;17;-1;2;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;4;32;30000;1668.8;4;8;1;8;17;-1;-2;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;5;4;30000;1092.9;14;8;1;17;1;0;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;5;5;30000;1342.5;8;8;1;14;17;-1;3;0;0;0;1;0;2;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;5;13;30000;1634.9;11;8;1;14;17;1;-1;0;0;0;1;0;2;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;5;17;30000;1760.0;6;8;1;5;17;0;-2;0;0;0;1;0;2;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;5;32;30000;1975.7;15;8;1;14;17;0;0;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;13;4;30000;2082.2;15;17;1;13;1;-1;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;13;5;30000;2426.4;16;17;1;7;1;-1;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;13;13;30000;3294.9;19;8;1;17;1;1;4;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;13;17;30000;3607.1;16;17;1;15;1;-2;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;13;32;30000;4049.9;20;17;1;12;1;-1;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;17;4;30000;2836.1;22;17;1;12;1;-1;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;17;5;30000;3268.7;24;17;1;13;1;1;0;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;17;13;30000;4590.4;20;17;1;10;1;-1;-1;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;17;17;30000;4823.7;20;17;1;9;1;0;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;17;32;30000;5308.7;30;17;1;15;1;1;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;32;4;30000;3722.5;21;17;1;2;1;-2;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;32;5;30000;4128.8;24;17;1;8;1;-1;-2;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;32;13;30000;6290.4;23;17;1;9;1;-2;0;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;32;17;30000;6807.6;22;17;1;13;1;-2;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;17;32;32;30000;8347.7;24;17;1;7;1;-2;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;20;20;20;30000;5542.3;20;20;1;16;1;1;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;9;9;30000;3122.4;13;8;1;2;1;-2;-2;0;0;0;1;0;2;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;9;16;30000;3508.1;13;8;1;12;1;-1;4;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;9;22;30000;3886.1;12;8;1;21;22;-1;5;0;0;0;1;0;2;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;9;32;30000;4310.3;15;8;1;18;22;-2;3;0;0;0;1;0;0;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;16;9;30000;4427.2;21;8;1;13;1;1;1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;16;16;30000;5008.4;20;8;1;2;1;1;1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;16;22;30000;4779.2;23;8;1;4;1;-2;5;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;22;9;30000;5273.7;23;22;1;13;22;-1;-2;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;22;16;30000;6099.2;20;22;1;6;1;1;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;22;22;30000;6520.8;20;22;1;17;22;-1;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;22;22;32;30000;6982.1;30;22;1;8;1;1;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;23;23;23;30000;7117.7;20;23;1;20;1;0;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;24;24;24;30000;5730.7;20;24;1;2;24;-2;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;25;4;4;30000;1252.8;10;8;1;8;25;1;4;0;0;0;1;0;2;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;25;4;5;30000;1445.8;8;8;1;14;25;-1;5;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;25;5;4;30000;1547.4;8;8;1;9;1;0;3;0;0;0;1;0;2;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;25;25;25;30000;7726.0;20;25;1;6;1;1;1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;26;4;4;30000;1430.1;10;8;1;13;26;-1;3;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;28;4;4;30000;1439.5;8;8;1;9;1;-2;4;0;0;0;1;0;0;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;28;28;28;30000;7323.8;29;28;1;8;28;1;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;30;30;30;30000;7358.0;25;30;1;18;1;0;0;1;0;0;1;1;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;4;4;30000;1690.2;11;8;1;18;32;1;4;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;4;5;30000;1882.5;11;8;1;32;32;1;6;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;4;13;30000;2215.7;10;8;1;14;32;0;4;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;4;17;30000;2403.4;13;8;1;24;32;0;4;0;0;1;1;1;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;4;32;30000;2300.5;5;8;1;22;32;-1;1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;5;4;30000;1795.1;18;8;1;1;1;0;-2;0;0;0;1;0;0;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;5;5;30000;1936.6;12;8;1;14;1;1;4;0;0;0;1;0;2;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;5;13;30000;2383.4;9;8;1;28;32;-2;6;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;5;17;30000;2364.2;12;8;1;8;32;-1;1;0;0;0;1;0;0;1;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;5;32;30000;2156.4;5;8;1;18;32;-2;-1;0;0;0;1;0;2;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;13;4;30000;3189.0;24;8;1;1;1;-2;6;0;0;0;1;0;0;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;13;5;30000;3332.5;21;8;1;10;1;0;-2;0;0;0;1;0;2;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;13;13;30000;3703.4;20;8;1;17;1;-2;1;0;0;0;1;0;0;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;13;17;30000;3824.4;19;8;1;19;1;1;1;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;13;32;30000;4304.3;17;8;1;18;1;-2;-1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;17;4;30000;2740.7;22;32;1;5;1;-2;0;0;0;0;1;1;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;17;5;30000;3087.4;19;32;1;13;32;-2;-2;0;0;0;1;0;1;0;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;17;13;30000;4283.4;20;32;1;21;32;-1;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;17;17;30000;4847.0;23;32;1;8;32;0;0;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;17;32;30000;5513.4;19;32;1;29;1;0;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;32;4;30000;4157.6;33;32;1;10;0;1;1;0;0;1;1;1;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;32;5;30000;4740.1;38;32;1;23;32;0;-2;0;0;0;1;0;1;1;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;32;13;30000;7884.4;30;32;1;25;1;0;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;32;17;30000;8544.0;30;32;1;32;1;-2;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;32;32;32;30000;10329.3;30;32;1;22;1;0;-2;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;35;35;35;30000;5814.2;58;24;1;32;1;-1;1;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;36;36;36;30000;5480.8;13;36;1;9;36;0;4;0;0;0;1;0;1;2;0;0
NVIDIA H100 80GB HBM3 [0x658e];3;40;40;40;30000;6689.6;29;40;1;4;1;0;-2;0;0;0;1;0;1;0;0;0
